id,label
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,3
303,3
304,8
305,8
306,8
307,8
308,5
309,5
310,5
311,9
312,9
313,9
314,2
315,2
316,9
317,9
318,8
319,8
320,8
321,8
322,9
323,9
324,2
325,9
326,9
327,7
328,7
329,7
330,7
331,7
332,7
333,7
334,7
335,7
336,7
337,7
338,7
339,7
340,7
341,7
342,7
343,7
344,7
345,7
346,7
347,7
348,7
349,7
350,7
351,7
352,7
353,7
354,7
355,7
356,7
357,7
358,7
359,7
360,7
361,7
362,7
363,7
364,7
365,7
366,7
367,7
368,7
369,7
370,7
371,7
372,9
373,0
374,9
375,9
376,9
377,9
378,9
379,4
380,4
381,4
382,9
383,9
384,9
385,3
386,3
387,3
388,3
389,3
390,0
391,3
392,3
393,6
394,6
395,6
396,6
397,6
398,6
399,6
400,6
401,3
402,3
403,3
404,3
405,2
406,3
407,3
408,3
409,3
410,8
411,8
412,8
413,8
414,8
415,8
416,2
417,2
418,2
419,2
420,2
421,8
422,2
423,2
424,3
425,3
426,0
427,9
428,6
429,6
430,6
431,6
432,6
433,6
434,9
435,9
436,4
437,9
438,1
439,7
440,9
441,9
442,9
443,4
444,4
445,4
446,4
447,4
448,4
449,4
450,4
451,4
452,4
453,4
454,9
455,5
456,5
457,9
458,9
459,9
460,9
461,5
462,1
463,1
464,1
465,7
466,7
467,7
468,4
469,7
470,7
471,7
472,7
473,5
474,5
475,6
476,2
477,2
478,2
479,2
480,6
481,6
482,6
483,7
484,7
485,7
486,7
487,7
488,7
489,2
490,8
491,8
492,8
493,8
494,8
495,8
496,2
497,3
498,3
499,9
500,9
501,9
502,3
503,2
504,2
505,2
506,2
507,2
508,9
509,9
510,6
511,1
512,1
513,1
514,1
515,9
516,9
517,2
518,9
519,9
520,9
521,2
522,2
523,2
524,9
525,2
526,9
527,4
528,9
529,9
530,9
531,6
532,6
533,6
534,6
535,6
536,5
537,6
538,6
539,6
540,6
541,4
542,4
543,3
544,4
545,9
546,9
547,9
548,9
549,9
550,9
551,1
552,8
553,8
554,8
555,8
556,8
557,8
558,3
559,3
560,3
561,8
562,8
563,3
564,3
565,8
566,8
567,8
568,8
569,8
570,8
571,9
572,9
573,9
574,9
575,9
576,9
577,9
578,9
579,9
580,9
581,9
582,9
583,9
584,0
585,3
586,3
587,8
588,8
589,3
590,3
591,2
592,2
593,2
594,9
595,9
596,9
597,9
598,9
599,9
600,2
601,1
602,9
603,9
604,9
605,9
606,9
607,9
608,2
609,2
610,2
611,9
612,2
613,9
614,9
615,9
616,9
617,2
618,9
619,7
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,0
629,2
630,9
631,0
632,2
633,3
634,2
635,2
636,5
637,5
638,8
639,3
640,6
641,3
642,3
643,3
644,3
645,3
646,3
647,3
648,3
649,3
650,3
651,3
652,3
653,3
654,3
655,3
656,3
657,3
658,3
659,3
660,3
661,3
662,1
663,8
664,8
665,8
666,8
667,8
668,8
669,8
670,3
671,3
672,3
673,3
674,2
675,2
676,2
677,3
678,2
679,2
680,3
681,2
682,2
683,2
684,2
685,9
686,0
687,8
688,8
689,8
690,8
691,8
692,8
693,8
694,8
695,8
696,8
697,8
698,8
699,8
700,8
701,8
702,8
703,8
704,8
705,8
706,8
707,8
708,8
709,8
710,8
711,8
712,8
713,8
714,8
715,4
716,4
717,4
718,4
719,4
720,4
721,4
722,4
723,4
724,4
725,4
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,6
744,6
745,6
746,9
747,9
748,8
749,8
750,8
751,8
752,8
753,3
754,8
755,8
756,3
757,3
758,8
759,8
760,8
761,8
762,8
763,3
764,8
765,8
766,8
767,8
768,8
769,8
770,8
771,8
772,8
773,8
774,8
775,8
776,8
777,8
778,8
779,8
780,8
781,8
782,8
783,8
784,8
785,8
786,8
787,8
788,8
789,8
790,8
791,8
792,8
793,8
794,8
795,8
796,8
797,8
798,8
799,8
800,8
801,8
802,8
803,8
804,8
805,8
806,8
807,8
808,8
809,8
810,8
811,8
812,8
813,8
814,3
815,8
816,8
817,8
818,5
819,8
820,8
821,5
822,8
823,5
824,5
825,9
826,5
827,0
828,9
829,0
830,0
831,9
832,0
833,2
834,2
835,2
836,2
837,6
838,2
839,2
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,2
849,2
850,1
851,1
852,4
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,4
865,4
866,1
867,1
868,7
869,7
870,7
871,2
872,7
873,7
874,7
875,2
876,7
877,4
878,4
879,4
880,7
881,7
882,7
883,2
884,7
885,7
886,7
887,2
888,2
889,7
890,7
891,7
892,7
893,7
894,7
895,7
896,7
897,2
898,7
899,7
900,7
901,2
902,2
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,4
913,4
914,2
915,4
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,4
924,7
925,7
926,7
927,7
928,7
929,8
930,6
931,6
932,6
933,6
934,6
935,6
936,6
937,6
938,6
939,3
940,2
941,2
942,2
943,2
944,2
945,2
946,2
947,9
948,5
949,9
950,9
951,9
952,9
953,4
954,2
955,1
956,1
957,6
958,3
959,8
960,8
961,8
962,8
963,8
964,8
965,8
966,8
967,9
968,9
969,9
970,0
971,0
972,0
973,9
974,9
975,9
976,9
977,9
978,9
979,9
980,9
981,9
982,9
983,9
984,8
985,8
986,8
987,2
988,2
989,2
990,2
991,5
992,2
993,2
994,2
995,2
996,2
997,2
998,2
999,2
1000,2
1001,2
1002,2
1003,2
1004,2
1005,2
1006,2
1007,2
1008,1
1009,2
1010,2
1011,2
1012,4
1013,4
1014,4
1015,4
1016,4
1017,4
1018,4
1019,4
1020,4
1021,4
1022,4
1023,3
1024,9
1025,4
1026,2
1027,2
1028,9
1029,4
1030,9
1031,9
1032,9
1033,7
1034,9
1035,9
1036,9
1037,7
1038,9
1039,9
1040,4
1041,9
1042,7
1043,7
1044,7
1045,7
1046,2
1047,9
1048,9
1049,9
1050,9
1051,9
1052,9
1053,9
1054,2
1055,2
1056,2
1057,2
1058,2
1059,2
1060,2
1061,2
1062,9
1063,9
1064,3
1065,5
1066,2
1067,3
1068,3
1069,3
1070,3
1071,9
1072,2
1073,9
1074,9
1075,9
1076,9
1077,5
1078,9
1079,9
1080,9
1081,9
1082,9
1083,2
1084,9
1085,9
1086,3
1087,3
1088,3
1089,9
1090,9
1091,9
1092,2
1093,9
1094,8
1095,8
1096,7
1097,7
1098,7
1099,9
1100,9
1101,7
1102,3
1103,6
1104,2
1105,2
1106,2
1107,2
1108,3
1109,3
1110,3
1111,3
1112,3
1113,3
1114,3
1115,3
1116,6
1117,6
1118,6
1119,8
1120,9
1121,8
1122,6
1123,8
1124,8
1125,6
1126,9
1127,9
1128,3
1129,2
1130,3
1131,2
1132,4
1133,3
1134,7
1135,1
1136,9
1137,1
1138,9
1139,4
1140,4
1141,2
1142,3
1143,9
1144,9
1145,9
1146,4
1147,4
1148,4
1149,4
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,2
1183,9
1184,3
1185,3
1186,8
1187,7
1188,7
1189,7
1190,7
1191,7
1192,7
1193,7
1194,7
1195,7
1196,7
1197,1
1198,2
1199,2
1200,2
1201,2
1202,2
1203,2
1204,2
1205,2
1206,2
1207,9
1208,9
1209,9
1210,4
1211,2
1212,9
1213,9
1214,4
1215,9
1216,9
1217,4
1218,4
1219,4
1220,9
1221,9
1222,9
1223,9
1224,9
1225,7
1226,7
1227,2
1228,9
1229,9
1230,5
1231,5
1232,5
1233,5
1234,5
1235,5
1236,5
1237,5
1238,5
1239,5
1240,5
1241,5
1242,5
1243,5
1244,5
1245,5
1246,5
1247,5
1248,5
1249,5
1250,5
1251,5
1252,9
1253,9
1254,7
1255,9
1256,4
1257,4
1258,4
1259,4
1260,4
1261,4
1262,4
1263,4
1264,4
1265,4
1266,4
1267,4
1268,4
1269,4
1270,4
1271,4
1272,4
1273,7
1274,1
1275,7
1276,7
1277,7
1278,7
1279,1
1280,1
1281,7
1282,2
1283,7
1284,2
1285,2
1286,7
1287,7
1288,7
1289,7
1290,7
1291,7
1292,7
1293,7
1294,7
1295,7
1296,7
1297,7
1298,7
1299,7
1300,7
1301,7
1302,4
1303,4
1304,4
1305,4
1306,4
1307,4
1308,4
1309,4
1310,4
1311,4
1312,4
1313,2
1314,2
1315,2
1316,3
1317,2
1318,2
1319,2
1320,3
1321,3
1322,3
1323,3
1324,3
1325,9
1326,9
1327,9
1328,9
1329,9
1330,9
1331,9
1332,8
1333,9
1334,9
1335,9
1336,9
1337,9
1338,9
1339,5
1340,3
1341,9
1342,9
1343,9
1344,0
1345,0
1346,0
1347,9
1348,9
1349,2
1350,2
1351,2
1352,2
1353,2
1354,9
1355,3
1356,3
1357,3
1358,3
1359,3
1360,3
1361,4
1362,3
1363,2
1364,4
1365,4
1366,4
1367,3
1368,6
1369,3
1370,3
1371,3
1372,6
1373,3
1374,6
1375,2
1376,4
1377,4
1378,4
1379,4
1380,2
1381,4
1382,2
1383,4
1384,4
1385,2
1386,7
1387,7
1388,7
1389,7
1390,7
1391,4
1392,4
1393,4
1394,4
1395,4
1396,4
1397,1
1398,4
1399,4
1400,4
1401,1
1402,4
1403,4
1404,4
1405,7
1406,4
1407,1
1408,7
1409,2
1410,9
1411,9
1412,5
1413,9
1414,0
1415,9
1416,8
1417,8
1418,8
1419,8
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,7
1458,0
1459,0
1460,0
1461,2
1462,2
1463,2
1464,2
1465,2
1466,2
1467,2
1468,2
1469,3
1470,4
1471,8
1472,3
1473,6
1474,6
1475,2
1476,2
1477,2
1478,2
1479,6
1480,8
1481,2
1482,2
1483,2
1484,2
1485,2
1486,2
1487,2
1488,3
1489,3
1490,9
1491,3
1492,3
1493,3
1494,9
1495,8
1496,8
1497,8
1498,8
1499,8
1500,9
1501,4
1502,4
1503,2
1504,2
1505,2
1506,2
1507,2
1508,2
1509,9
1510,2
1511,2
1512,2
1513,2
1514,4
1515,3
1516,3
1517,3
1518,3
1519,3
1520,8
1521,3
1522,3
1523,5
1524,5
1525,3
1526,2
1527,3
1528,3
1529,3
1530,3
1531,3
1532,3
1533,3
1534,3
1535,3
1536,3
1537,3
1538,3
1539,3
1540,3
1541,9
1542,9
1543,9
1544,9
1545,9
1546,9
1547,9
1548,7
1549,7
1550,9
1551,9
1552,7
1553,7
1554,7
1555,7
1556,5
1557,5
1558,9
1559,2
1560,2
1561,6
1562,6
1563,8
1564,6
1565,6
1566,2
1567,8
1568,2
1569,2
1570,3
1571,3
1572,3
1573,3
1574,2
1575,2
1576,8
1577,5
1578,5
1579,5
1580,5
1581,5
1582,1
1583,1
1584,3
1585,1
1586,6
1587,2
1588,2
1589,2
1590,2
1591,1
1592,2
1593,2
1594,2
1595,2
1596,2
1597,2
1598,2
1599,2
1600,9
1601,2
1602,2
1603,2
1604,2
1605,2
1606,2
1607,2
1608,1
1609,7
1610,7
1611,7
1612,7
1613,3
1614,3
1615,3
1616,3
1617,2
1618,2
1619,2
1620,2
1621,2
1622,2
1623,3
1624,4
1625,2
1626,2
1627,9
1628,5
1629,5
1630,2
1631,5
1632,3
1633,1
1634,2
1635,2
1636,2
1637,2
1638,8
1639,1
1640,7
1641,4
1642,2
1643,4
1644,2
1645,3
1646,3
1647,4
1648,4
1649,9
1650,4
1651,2
1652,2
1653,2
1654,2
1655,3
1656,3
1657,9
1658,5
1659,9
1660,9
1661,5
1662,5
1663,5
1664,8
1665,8
1666,8
1667,8
1668,2
1669,8
1670,8
1671,7
1672,3
1673,3
1674,9
1675,3
1676,3
1677,3
1678,3
1679,3
1680,3
1681,3
1682,3
1683,3
1684,9
1685,9
1686,3
1687,3
1688,9
1689,9
1690,4
1691,4
1692,4
1693,4
1694,4
1695,4
1696,4
1697,4
1698,4
1699,4
1700,4
1701,4
1702,4
1703,4
1704,9
1705,3
1706,3
1707,3
1708,3
1709,5
1710,9
1711,9
1712,9
1713,5
1714,9
1715,0
1716,9
1717,9
1718,9
1719,9
1720,9
1721,7
1722,3
1723,1
1724,1
1725,5
1726,5
1727,5
1728,1
1729,4
1730,4
1731,4
1732,4
1733,4
1734,5
1735,5
1736,5
1737,5
1738,5
1739,5
1740,5
1741,5
1742,5
1743,5
1744,5
1745,5
1746,5
1747,5
1748,5
1749,5
1750,5
1751,5
1752,5
1753,5
1754,5
1755,5
1756,5
1757,5
1758,5
1759,5
1760,5
1761,5
1762,5
1763,5
1764,5
1765,5
1766,5
1767,5
1768,5
1769,5
1770,5
1771,5
1772,5
1773,5
1774,5
1775,5
1776,5
1777,0
1778,9
1779,9
1780,9
1781,9
1782,9
1783,3
1784,2
1785,3
1786,2
1787,0
1788,9
1789,0
1790,0
1791,2
1792,5
1793,1
1794,4
1795,4
1796,4
1797,4
1798,4
1799,4
1800,6
1801,9
1802,4
1803,9
1804,7
1805,9
1806,9
1807,3
1808,3
1809,3
1810,3
1811,3
1812,3
1813,3
1814,3
1815,1
1816,4
1817,4
1818,4
1819,4
1820,4
1821,4
1822,3
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,2
1834,2
1835,6
1836,3
1837,3
1838,6
1839,1
1840,2
1841,1
1842,1
1843,7
1844,2
1845,9
1846,2
1847,2
1848,2
1849,9
1850,3
1851,3
1852,3
1853,3
1854,9
1855,9
1856,9
1857,9
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,8
1867,3
1868,3
1869,3
1870,3
1871,8
1872,8
1873,8
1874,8
1875,8
1876,3
1877,3
1878,3
1879,3
1880,3
1881,2
1882,2
1883,2
1884,2
1885,9
1886,9
1887,2
1888,2
1889,2
1890,2
1891,2
1892,2
1893,2
1894,2
1895,2
1896,2
1897,2
1898,2
1899,4
1900,4
1901,4
1902,3
1903,3
1904,3
1905,3
1906,7
1907,7
1908,0
1909,0
1910,9
1911,7
1912,7
1913,7
1914,7
1915,7
1916,4
1917,7
1918,7
1919,7
1920,7
1921,7
1922,7
1923,7
1924,7
1925,7
1926,2
1927,0
1928,0
1929,3
1930,3
1931,9
1932,3
1933,0
1934,9
1935,9
1936,8
1937,6
1938,4
1939,7
1940,3
1941,3
1942,3
1943,3
1944,2
1945,2
1946,2
1947,2
1948,2
1949,2
1950,2
1951,2
1952,3
1953,3
1954,0
1955,3
1956,9
1957,6
1958,6
1959,6
1960,3
1961,3
1962,3
1963,3
1964,9
1965,9
1966,5
1967,9
1968,9
1969,9
1970,9
1971,9
1972,9
1973,9
1974,9
1975,9
1976,9
1977,9
1978,9
1979,9
1980,9
1981,9
1982,9
1983,0
1984,0
1985,7
1986,7
1987,2
1988,5
1989,2
1990,7
1991,8
1992,8
1993,8
1994,8
1995,8
1996,2
1997,7
1998,7
1999,7
2000,3
2001,3
2002,3
2003,3
2004,3
2005,7
2006,7
2007,4
2008,2
2009,2
2010,9
2011,9
2012,9
2013,9
2014,3
2015,3
2016,3
2017,3
2018,5
2019,9
2020,8
2021,3
2022,3
2023,3
2024,3
2025,3
2026,4
2027,4
2028,8
2029,8
2030,8
2031,8
2032,8
2033,8
2034,8
2035,8
2036,8
2037,1
2038,1
2039,1
2040,1
2041,1
2042,4
2043,4
2044,4
2045,4
2046,4
2047,1
2048,4
2049,4
2050,9
2051,3
2052,6
2053,6
2054,3
2055,3
2056,9
2057,9
2058,9
2059,9
2060,9
2061,9
2062,2
2063,2
2064,2
2065,2
2066,2
2067,3
2068,2
2069,3
2070,3
2071,3
2072,3
2073,3
2074,8
2075,6
2076,6
2077,3
2078,3
2079,1
2080,1
2081,1
2082,8
2083,1
2084,9
2085,1
2086,1
2087,8
2088,8
2089,8
2090,8
2091,8
2092,8
2093,8
2094,8
2095,8
2096,8
2097,8
2098,8
2099,8
2100,8
2101,8
2102,1
2103,1
2104,8
2105,9
2106,1
2107,1
2108,2
2109,2
2110,2
2111,2
2112,9
2113,9
2114,9
2115,2
2116,2
2117,3
2118,3
2119,3
2120,3
2121,3
2122,2
2123,2
2124,2
2125,2
2126,2
2127,2
2128,7
2129,7
2130,4
2131,0
2132,4
2133,1
2134,7
2135,7
2136,1
2137,1
2138,2
2139,2
2140,1
2141,3
2142,3
2143,9
2144,9
2145,9
2146,9
2147,9
2148,9
2149,9
2150,2
2151,9
2152,9
2153,9
2154,1
2155,9
2156,9
2157,9
2158,9
2159,9
2160,9
2161,9
2162,9
2163,9
2164,9
2165,9
2166,9
2167,9
2168,9
2169,9
2170,9
2171,9
2172,9
2173,9
2174,4
2175,4
2176,4
2177,4
2178,4
2179,4
2180,9
2181,4
2182,9
2183,9
2184,9
2185,9
2186,9
2187,9
2188,9
2189,9
2190,9
2191,9
2192,9
2193,9
2194,9
2195,9
2196,9
2197,9
2198,9
2199,9
2200,9
2201,9
2202,9
2203,9
2204,9
2205,9
2206,4
2207,4
2208,4
2209,4
2210,4
2211,4
2212,4
2213,4
2214,4
2215,4
2216,4
2217,4
2218,4
2219,4
2220,2
2221,4
2222,9
2223,9
2224,9
2225,9
2226,9
2227,9
2228,9
2229,9
2230,3
2231,7
2232,7
2233,4
2234,4
2235,4
2236,5
2237,2
2238,5
2239,8
2240,3
2241,5
2242,9
2243,9
2244,9
2245,9
2246,9
2247,4
2248,9
2249,9
2250,9
2251,9
2252,8
2253,4
2254,9
2255,3
2256,9
2257,3
2258,9
2259,3
2260,3
2261,3
2262,9
2263,9
2264,9
2265,9
2266,3
2267,3
2268,9
2269,4
2270,4
2271,4
2272,4
2273,9
2274,9
2275,9
2276,2
2277,4
2278,4
2279,4
2280,4
2281,9
2282,4
2283,4
2284,4
2285,4
2286,4
2287,4
2288,4
2289,4
2290,4
2291,4
2292,4
2293,9
2294,3
2295,3
2296,3
2297,3
2298,2
2299,2
2300,2
2301,2
2302,3
2303,9
2304,9
2305,3
2306,3
2307,3
2308,9
2309,4
2310,9
2311,9
2312,9
2313,9
2314,5
2315,5
2316,5
2317,5
2318,4
2319,5
2320,1
2321,7
2322,0
2323,7
2324,9
2325,7
2326,7
2327,0
2328,2
2329,2
2330,2
2331,7
2332,7
2333,7
2334,6
2335,9
2336,4
2337,4
2338,4
2339,4
2340,4
2341,8
2342,8
2343,8
2344,8
2345,3
2346,3
2347,3
2348,6
2349,2
2350,2
2351,2
2352,2
2353,0
2354,9
2355,9
2356,3
2357,3
2358,3
2359,9
2360,2
2361,2
2362,2
2363,9
2364,9
2365,8
2366,3
2367,8
2368,8
2369,8
2370,8
2371,8
2372,8
2373,8
2374,8
2375,8
2376,8
2377,8
2378,3
2379,3
2380,9
2381,9
2382,8
2383,8
2384,8
2385,7
2386,7
2387,7
2388,7
2389,7
2390,7
2391,7
2392,5
2393,5
2394,9
2395,9
2396,4
2397,3
2398,8
2399,8
2400,8
2401,8
2402,5
2403,9
2404,9
2405,9
2406,2
2407,9
2408,3
2409,8
2410,4
2411,4
2412,4
2413,4
2414,4
2415,4
2416,4
2417,4
2418,9
2419,9
2420,9
2421,9
2422,9
2423,3
2424,3
2425,3
2426,3
2427,3
2428,4
2429,3
2430,3
2431,7
2432,7
2433,7
2434,3
2435,3
2436,7
2437,3
2438,3
2439,7
2440,3
2441,3
2442,3
2443,3
2444,3
2445,3
2446,7
2447,3
2448,3
2449,3
2450,3
2451,2
2452,0
2453,2
2454,2
2455,2
2456,2
2457,2
2458,2
