ID,FilePath,ClassID
292,train\293.wav,2
293,train\294.wav,2
294,train\295.wav,9
295,train\296.wav,9
296,train\297.wav,9
297,train\298.wav,9
298,train\299.wav,9
299,train\300.wav,9
300,train\301.wav,5
301,train\302.wav,5
302,train\303.wav,5
303,train\304.wav,5
304,train\305.wav,5
305,train\306.wav,5
306,train\307.wav,5
307,train\308.wav,5
308,train\309.wav,5
309,train\310.wav,5
310,train\311.wav,5
311,train\312.wav,5
312,train\313.wav,5
313,train\314.wav,5
314,train\315.wav,5
315,train\316.wav,5
316,train\317.wav,5
317,train\318.wav,5
318,train\319.wav,5
319,train\320.wav,5
320,train\321.wav,5
321,train\322.wav,5
322,train\323.wav,5
323,train\324.wav,5
324,train\325.wav,5
325,train\326.wav,5
326,train\327.wav,5
327,train\328.wav,8
328,train\329.wav,8
329,train\330.wav,8
330,train\331.wav,8
331,train\332.wav,5
332,train\333.wav,5
333,train\334.wav,5
334,train\335.wav,5
335,train\336.wav,5
336,train\337.wav,5
337,train\338.wav,5
338,train\339.wav,5
339,train\340.wav,8
340,train\341.wav,8
341,train\342.wav,8
342,train\343.wav,8
343,train\344.wav,8
344,train\345.wav,8
345,train\346.wav,8
346,train\347.wav,8
347,train\348.wav,8
348,train\349.wav,8
349,train\350.wav,8
350,train\351.wav,8
351,train\352.wav,8
352,train\353.wav,8
353,train\354.wav,8
354,train\355.wav,8
355,train\356.wav,8
356,train\357.wav,8
357,train\358.wav,8
358,train\359.wav,8
359,train\360.wav,8
360,train\361.wav,8
361,train\362.wav,8
362,train\363.wav,8
363,train\364.wav,8
364,train\365.wav,8
365,train\366.wav,8
366,train\367.wav,8
367,train\368.wav,9
368,train\369.wav,9
369,train\370.wav,9
370,train\371.wav,9
371,train\372.wav,9
372,train\373.wav,9
373,train\374.wav,4
374,train\375.wav,4
375,train\376.wav,4
376,train\377.wav,4
377,train\378.wav,4
378,train\379.wav,4
379,train\380.wav,4
380,train\381.wav,4
381,train\382.wav,4
382,train\383.wav,4
383,train\384.wav,9
384,train\385.wav,9
385,train\386.wav,9
386,train\387.wav,9
387,train\388.wav,9
388,train\389.wav,9
389,train\390.wav,9
390,train\391.wav,3
391,train\392.wav,3
392,train\393.wav,3
393,train\394.wav,3
394,train\395.wav,9
395,train\396.wav,9
396,train\397.wav,9
397,train\398.wav,9
398,train\399.wav,9
399,train\400.wav,9
400,train\401.wav,2
401,train\402.wav,2
402,train\403.wav,2
403,train\404.wav,2
404,train\405.wav,2
405,train\406.wav,2
406,train\407.wav,2
407,train\408.wav,2
408,train\409.wav,9
409,train\410.wav,9
410,train\411.wav,9
411,train\412.wav,9
412,train\413.wav,9
413,train\414.wav,9
414,train\415.wav,3
415,train\416.wav,3
416,train\417.wav,3
417,train\418.wav,3
418,train\419.wav,9
419,train\420.wav,9
420,train\421.wav,9
421,train\422.wav,9
422,train\423.wav,9
423,train\424.wav,2
424,train\425.wav,2
425,train\426.wav,2
426,train\427.wav,2
427,train\428.wav,2
428,train\429.wav,2
429,train\430.wav,2
430,train\431.wav,3
431,train\432.wav,3
432,train\433.wav,3
433,train\434.wav,3
434,train\435.wav,3
435,train\436.wav,3
436,train\437.wav,7
437,train\438.wav,7
438,train\439.wav,7
439,train\440.wav,7
440,train\441.wav,6
441,train\442.wav,9
442,train\443.wav,9
443,train\444.wav,9
444,train\445.wav,9
445,train\446.wav,9
446,train\447.wav,9
447,train\448.wav,3
448,train\449.wav,3
449,train\450.wav,3
450,train\451.wav,3
451,train\452.wav,6
452,train\453.wav,5
453,train\454.wav,5
454,train\455.wav,5
455,train\456.wav,5
456,train\457.wav,5
457,train\458.wav,5
458,train\459.wav,5
459,train\460.wav,5
460,train\461.wav,5
461,train\462.wav,5
462,train\463.wav,5
463,train\464.wav,5
464,train\465.wav,5
465,train\466.wav,5
466,train\467.wav,5
467,train\468.wav,5
468,train\469.wav,5
469,train\470.wav,5
470,train\471.wav,5
471,train\472.wav,5
472,train\473.wav,5
473,train\474.wav,5
474,train\475.wav,5
475,train\476.wav,8
476,train\477.wav,8
477,train\478.wav,8
478,train\479.wav,8
479,train\480.wav,8
480,train\481.wav,8
481,train\482.wav,8
482,train\483.wav,8
483,train\484.wav,8
484,train\485.wav,8
485,train\486.wav,8
486,train\487.wav,8
487,train\488.wav,8
488,train\489.wav,8
489,train\490.wav,8
490,train\491.wav,8
491,train\492.wav,8
492,train\493.wav,8
493,train\494.wav,8
494,train\495.wav,8
495,train\496.wav,8
496,train\497.wav,8
497,train\498.wav,8
498,train\499.wav,5
499,train\500.wav,5
500,train\501.wav,5
501,train\502.wav,3
502,train\503.wav,3
503,train\504.wav,3
504,train\505.wav,3
505,train\506.wav,8
506,train\507.wav,5
507,train\508.wav,5
508,train\509.wav,5
509,train\510.wav,5
510,train\511.wav,5
511,train\512.wav,5
512,train\513.wav,5
513,train\514.wav,5
514,train\515.wav,5
515,train\516.wav,5
516,train\517.wav,5
517,train\518.wav,5
518,train\519.wav,5
519,train\520.wav,5
520,train\521.wav,5
521,train\522.wav,5
522,train\523.wav,5
523,train\524.wav,5
524,train\525.wav,5
525,train\526.wav,9
526,train\527.wav,9
527,train\528.wav,9
528,train\529.wav,9
529,train\530.wav,9
530,train\531.wav,9
531,train\532.wav,3
532,train\533.wav,3
533,train\534.wav,3
534,train\535.wav,3
535,train\536.wav,3
536,train\537.wav,3
537,train\538.wav,9
538,train\539.wav,9
539,train\540.wav,9
540,train\541.wav,9
541,train\542.wav,9
542,train\543.wav,9
543,train\544.wav,9
544,train\545.wav,9
545,train\546.wav,9
546,train\547.wav,9
547,train\548.wav,9
548,train\549.wav,9
549,train\550.wav,9
550,train\551.wav,9
551,train\552.wav,9
552,train\553.wav,9
553,train\554.wav,9
554,train\555.wav,9
555,train\556.wav,3
556,train\557.wav,3
557,train\558.wav,3
558,train\559.wav,9
559,train\560.wav,9
560,train\561.wav,9
561,train\562.wav,9
562,train\563.wav,9
563,train\564.wav,9
564,train\565.wav,3
565,train\566.wav,3
566,train\567.wav,3
567,train\568.wav,3
568,train\569.wav,3
569,train\570.wav,3
570,train\571.wav,3
571,train\572.wav,3
572,train\573.wav,3
573,train\574.wav,3
574,train\575.wav,2
575,train\576.wav,2
576,train\577.wav,2
577,train\578.wav,2
578,train\579.wav,2
579,train\580.wav,3
580,train\581.wav,3
581,train\582.wav,3
582,train\583.wav,3
583,train\584.wav,3
584,train\585.wav,3
585,train\586.wav,3
586,train\587.wav,3
587,train\588.wav,3
588,train\589.wav,3
589,train\590.wav,3
590,train\591.wav,3
591,train\592.wav,3
592,train\593.wav,3
593,train\594.wav,3
594,train\595.wav,3
595,train\596.wav,3
596,train\597.wav,3
597,train\598.wav,3
598,train\599.wav,3
599,train\600.wav,1
600,train\601.wav,1
601,train\602.wav,3
602,train\603.wav,3
603,train\604.wav,3
604,train\605.wav,3
605,train\606.wav,3
606,train\607.wav,8
607,train\608.wav,8
608,train\609.wav,8
609,train\610.wav,8
610,train\611.wav,8
611,train\612.wav,8
612,train\613.wav,8
613,train\614.wav,8
614,train\615.wav,8
615,train\616.wav,8
616,train\617.wav,8
617,train\618.wav,8
618,train\619.wav,8
619,train\620.wav,8
620,train\621.wav,8
621,train\622.wav,4
622,train\623.wav,4
623,train\624.wav,4
624,train\625.wav,4
625,train\626.wav,4
626,train\627.wav,4
627,train\628.wav,4
628,train\629.wav,4
629,train\630.wav,4
630,train\631.wav,1
631,train\632.wav,1
632,train\633.wav,3
633,train\634.wav,3
634,train\635.wav,3
635,train\636.wav,4
636,train\637.wav,3
637,train\638.wav,3
638,train\639.wav,3
639,train\640.wav,3
640,train\641.wav,5
641,train\642.wav,5
642,train\643.wav,5
643,train\644.wav,5
644,train\645.wav,5
645,train\646.wav,5
646,train\647.wav,5
647,train\648.wav,5
648,train\649.wav,0
649,train\650.wav,0
650,train\651.wav,0
651,train\652.wav,0
652,train\653.wav,0
653,train\654.wav,0
654,train\655.wav,0
655,train\656.wav,0
656,train\657.wav,0
657,train\658.wav,0
658,train\659.wav,0
659,train\660.wav,0
660,train\661.wav,0
661,train\662.wav,0
662,train\663.wav,0
663,train\664.wav,0
664,train\665.wav,0
665,train\666.wav,0
666,train\667.wav,0
667,train\668.wav,0
668,train\669.wav,0
669,train\670.wav,0
670,train\671.wav,0
671,train\672.wav,0
672,train\673.wav,0
673,train\674.wav,0
674,train\675.wav,1
675,train\676.wav,8
676,train\677.wav,8
677,train\678.wav,3
678,train\679.wav,6
679,train\680.wav,9
680,train\681.wav,9
681,train\682.wav,9
682,train\683.wav,9
683,train\684.wav,9
684,train\685.wav,9
685,train\686.wav,2
686,train\687.wav,2
687,train\688.wav,2
688,train\689.wav,2
689,train\690.wav,2
690,train\691.wav,2
691,train\692.wav,2
692,train\693.wav,2
693,train\694.wav,5
694,train\695.wav,5
695,train\696.wav,5
696,train\697.wav,5
697,train\698.wav,5
698,train\699.wav,5
699,train\700.wav,5
700,train\701.wav,5
701,train\702.wav,5
702,train\703.wav,8
703,train\704.wav,8
704,train\705.wav,8
705,train\706.wav,8
706,train\707.wav,8
707,train\708.wav,8
708,train\709.wav,8
709,train\710.wav,8
710,train\711.wav,8
711,train\712.wav,8
712,train\713.wav,8
713,train\714.wav,8
714,train\715.wav,8
715,train\716.wav,8
716,train\717.wav,8
717,train\718.wav,8
718,train\719.wav,8
719,train\720.wav,8
720,train\721.wav,8
721,train\722.wav,8
722,train\723.wav,8
723,train\724.wav,8
724,train\725.wav,8
725,train\726.wav,8
726,train\727.wav,8
727,train\728.wav,8
728,train\729.wav,8
729,train\730.wav,8
730,train\731.wav,8
731,train\732.wav,8
732,train\733.wav,8
733,train\734.wav,8
734,train\735.wav,8
735,train\736.wav,8
736,train\737.wav,8
737,train\738.wav,8
738,train\739.wav,8
739,train\740.wav,8
740,train\741.wav,8
741,train\742.wav,8
742,train\743.wav,8
743,train\744.wav,8
744,train\745.wav,8
745,train\746.wav,8
746,train\747.wav,8
747,train\748.wav,8
748,train\749.wav,8
749,train\750.wav,8
750,train\751.wav,8
751,train\752.wav,9
752,train\753.wav,9
753,train\754.wav,9
754,train\755.wav,9
755,train\756.wav,9
756,train\757.wav,9
757,train\758.wav,3
758,train\759.wav,3
759,train\760.wav,3
760,train\761.wav,3
761,train\762.wav,3
762,train\763.wav,3
763,train\764.wav,3
764,train\765.wav,3
765,train\766.wav,3
766,train\767.wav,3
767,train\768.wav,3
768,train\769.wav,3
769,train\770.wav,3
770,train\771.wav,3
771,train\772.wav,3
772,train\773.wav,3
773,train\774.wav,3
774,train\775.wav,4
775,train\776.wav,4
776,train\777.wav,4
777,train\778.wav,4
778,train\779.wav,4
779,train\780.wav,4
780,train\781.wav,4
781,train\782.wav,4
782,train\783.wav,4
783,train\784.wav,4
784,train\785.wav,4
785,train\786.wav,4
786,train\787.wav,4
787,train\788.wav,0
788,train\789.wav,0
789,train\790.wav,3
790,train\791.wav,3
791,train\792.wav,3
792,train\793.wav,9
793,train\794.wav,9
794,train\795.wav,9
795,train\796.wav,9
796,train\797.wav,9
797,train\798.wav,9
798,train\799.wav,5
799,train\800.wav,5
800,train\801.wav,5
801,train\802.wav,5
802,train\803.wav,5
803,train\804.wav,5
804,train\805.wav,5
805,train\806.wav,5
806,train\807.wav,5
807,train\808.wav,5
808,train\809.wav,5
809,train\810.wav,5
810,train\811.wav,5
811,train\812.wav,5
812,train\813.wav,5
813,train\814.wav,5
814,train\815.wav,1
815,train\816.wav,1
816,train\817.wav,1
817,train\818.wav,1
818,train\819.wav,1
819,train\820.wav,1
820,train\821.wav,1
821,train\822.wav,1
822,train\823.wav,1
823,train\824.wav,4
824,train\825.wav,4
825,train\826.wav,4
826,train\827.wav,4
827,train\828.wav,4
828,train\829.wav,4
829,train\830.wav,4
830,train\831.wav,4
831,train\832.wav,4
832,train\833.wav,3
833,train\834.wav,3
834,train\835.wav,3
835,train\836.wav,2
836,train\837.wav,2
837,train\838.wav,2
838,train\839.wav,2
839,train\840.wav,2
840,train\841.wav,2
841,train\842.wav,2
842,train\843.wav,3
843,train\844.wav,4
844,train\845.wav,4
845,train\846.wav,4
846,train\847.wav,4
847,train\848.wav,4
848,train\849.wav,4
849,train\850.wav,4
850,train\851.wav,4
851,train\852.wav,4
852,train\853.wav,4
853,train\854.wav,4
854,train\855.wav,4
855,train\856.wav,4
856,train\857.wav,4
857,train\858.wav,4
858,train\859.wav,4
859,train\860.wav,4
860,train\861.wav,3
861,train\862.wav,9
862,train\863.wav,9
863,train\864.wav,9
864,train\865.wav,9
865,train\866.wav,9
866,train\867.wav,9
867,train\868.wav,7
868,train\869.wav,7
869,train\870.wav,7
870,train\871.wav,7
871,train\872.wav,7
872,train\873.wav,7
873,train\874.wav,7
874,train\875.wav,7
875,train\876.wav,7
876,train\877.wav,7
877,train\878.wav,7
878,train\879.wav,7
879,train\880.wav,7
880,train\881.wav,7
881,train\882.wav,7
882,train\883.wav,7
883,train\884.wav,7
884,train\885.wav,7
885,train\886.wav,9
886,train\887.wav,9
887,train\888.wav,9
888,train\889.wav,9
889,train\890.wav,9
890,train\891.wav,9
891,train\892.wav,7
892,train\893.wav,7
893,train\894.wav,7
894,train\895.wav,7
895,train\896.wav,7
896,train\897.wav,7
897,train\898.wav,7
898,train\899.wav,7
899,train\900.wav,7
900,train\901.wav,7
901,train\902.wav,7
902,train\903.wav,7
903,train\904.wav,7
904,train\905.wav,7
905,train\906.wav,1
906,train\907.wav,1
907,train\908.wav,1
908,train\909.wav,1
909,train\910.wav,1
910,train\911.wav,1
911,train\912.wav,1
912,train\913.wav,9
913,train\914.wav,9
914,train\915.wav,9
915,train\916.wav,9
916,train\917.wav,9
917,train\918.wav,9
918,train\919.wav,9
919,train\920.wav,9
920,train\921.wav,9
921,train\922.wav,9
922,train\923.wav,9
923,train\924.wav,9
924,train\925.wav,0
925,train\926.wav,0
926,train\927.wav,0
927,train\928.wav,0
928,train\929.wav,0
929,train\930.wav,0
930,train\931.wav,0
931,train\932.wav,0
932,train\933.wav,0
933,train\934.wav,0
934,train\935.wav,0
935,train\936.wav,0
936,train\937.wav,0
937,train\938.wav,0
938,train\939.wav,0
939,train\940.wav,0
940,train\941.wav,0
941,train\942.wav,0
942,train\943.wav,0
943,train\944.wav,0
944,train\945.wav,0
945,train\946.wav,0
946,train\947.wav,0
947,train\948.wav,0
948,train\949.wav,2
949,train\950.wav,2
950,train\951.wav,2
951,train\952.wav,2
952,train\953.wav,2
953,train\954.wav,2
954,train\955.wav,2
955,train\956.wav,2
956,train\957.wav,2
957,train\958.wav,2
958,train\959.wav,2
959,train\960.wav,2
960,train\961.wav,2
961,train\962.wav,2
962,train\963.wav,2
963,train\964.wav,2
964,train\965.wav,6
965,train\966.wav,6
966,train\967.wav,6
967,train\968.wav,0
968,train\969.wav,0
969,train\970.wav,0
970,train\971.wav,0
971,train\972.wav,0
972,train\973.wav,0
973,train\974.wav,0
974,train\975.wav,0
975,train\976.wav,0
976,train\977.wav,0
977,train\978.wav,0
978,train\979.wav,0
979,train\980.wav,0
980,train\981.wav,0
981,train\982.wav,0
982,train\983.wav,0
983,train\984.wav,0
984,train\985.wav,0
985,train\986.wav,0
986,train\987.wav,0
987,train\988.wav,0
988,train\989.wav,0
989,train\990.wav,0
990,train\991.wav,0
991,train\992.wav,0
992,train\993.wav,8
993,train\994.wav,8
994,train\995.wav,8
995,train\996.wav,8
996,train\997.wav,8
997,train\998.wav,8
998,train\999.wav,8
999,train\1000.wav,8
1000,train\1001.wav,8
1001,train\1002.wav,8
1002,train\1003.wav,8
1003,train\1004.wav,8
1004,train\1005.wav,6
1005,train\1006.wav,6
1006,train\1007.wav,6
1007,train\1008.wav,6
1008,train\1009.wav,6
1009,train\1010.wav,6
1010,train\1011.wav,6
1011,train\1012.wav,6
1012,train\1013.wav,6
1013,train\1014.wav,6
1014,train\1015.wav,6
1015,train\1016.wav,6
1016,train\1017.wav,6
1017,train\1018.wav,6
1018,train\1019.wav,6
1019,train\1020.wav,6
1020,train\1021.wav,6
1021,train\1022.wav,6
1022,train\1023.wav,6
1023,train\1024.wav,6
1024,train\1025.wav,6
1025,train\1026.wav,6
1026,train\1027.wav,6
1027,train\1028.wav,6
1028,train\1029.wav,6
1029,train\1030.wav,6
1030,train\1031.wav,6
1031,train\1032.wav,6
1032,train\1033.wav,6
1033,train\1034.wav,6
1034,train\1035.wav,6
1035,train\1036.wav,6
1036,train\1037.wav,6
1037,train\1038.wav,6
1038,train\1039.wav,6
1039,train\1040.wav,6
1040,train\1041.wav,6
1041,train\1042.wav,6
1042,train\1043.wav,6
1043,train\1044.wav,6
1044,train\1045.wav,6
1045,train\1046.wav,6
1046,train\1047.wav,6
1047,train\1048.wav,6
1048,train\1049.wav,6
1049,train\1050.wav,6
1050,train\1051.wav,6
1051,train\1052.wav,6
1052,train\1053.wav,6
1053,train\1054.wav,6
1054,train\1055.wav,6
1055,train\1056.wav,6
1056,train\1057.wav,6
1057,train\1058.wav,6
1058,train\1059.wav,6
1059,train\1060.wav,6
1060,train\1061.wav,6
1061,train\1062.wav,6
1062,train\1063.wav,6
1063,train\1064.wav,6
1064,train\1065.wav,6
1065,train\1066.wav,6
1066,train\1067.wav,6
1067,train\1068.wav,6
1068,train\1069.wav,6
1069,train\1070.wav,6
1070,train\1071.wav,6
1071,train\1072.wav,6
1072,train\1073.wav,6
1073,train\1074.wav,6
1074,train\1075.wav,6
1075,train\1076.wav,6
1076,train\1077.wav,6
1077,train\1078.wav,6
1078,train\1079.wav,3
1079,train\1080.wav,3
1080,train\1081.wav,3
1081,train\1082.wav,2
1082,train\1083.wav,2
1083,train\1084.wav,2
1084,train\1085.wav,2
1085,train\1086.wav,2
1086,train\1087.wav,2
1087,train\1088.wav,2
1088,train\1089.wav,2
1089,train\1090.wav,4
1090,train\1091.wav,9
1091,train\1092.wav,9
1092,train\1093.wav,9
1093,train\1094.wav,9
1094,train\1095.wav,9
1095,train\1096.wav,9
1096,train\1097.wav,2
1097,train\1098.wav,2
1098,train\1099.wav,2
1099,train\1100.wav,2
1100,train\1101.wav,2
1101,train\1102.wav,2
1102,train\1103.wav,2
1103,train\1104.wav,2
1104,train\1105.wav,2
1105,train\1106.wav,2
1106,train\1107.wav,2
1107,train\1108.wav,2
1108,train\1109.wav,2
1109,train\1110.wav,2
1110,train\1111.wav,3
1111,train\1112.wav,3
1112,train\1113.wav,3
1113,train\1114.wav,2
1114,train\1115.wav,2
1115,train\1116.wav,2
1116,train\1117.wav,2
1117,train\1118.wav,2
1118,train\1119.wav,2
1119,train\1120.wav,2
1120,train\1121.wav,2
1121,train\1122.wav,9
1122,train\1123.wav,9
1123,train\1124.wav,9
1124,train\1125.wav,9
1125,train\1126.wav,9
1126,train\1127.wav,9
1127,train\1128.wav,9
1128,train\1129.wav,9
1129,train\1130.wav,9
1130,train\1131.wav,9
1131,train\1132.wav,9
1132,train\1133.wav,9
1133,train\1134.wav,3
1134,train\1135.wav,3
1135,train\1136.wav,3
1136,train\1137.wav,3
1137,train\1138.wav,9
1138,train\1139.wav,9
1139,train\1140.wav,9
1140,train\1141.wav,9
1141,train\1142.wav,9
1142,train\1143.wav,9
1143,train\1144.wav,4
1144,train\1145.wav,4
1145,train\1146.wav,4
1146,train\1147.wav,4
1147,train\1148.wav,4
1148,train\1149.wav,4
1149,train\1150.wav,4
1150,train\1151.wav,4
1151,train\1152.wav,4
1152,train\1153.wav,4
1153,train\1154.wav,4
1154,train\1155.wav,1
1155,train\1156.wav,1
1156,train\1157.wav,1
1157,train\1158.wav,1
1158,train\1159.wav,1
1159,train\1160.wav,3
1160,train\1161.wav,3
1161,train\1162.wav,3
1162,train\1163.wav,3
1163,train\1164.wav,5
1164,train\1165.wav,2
1165,train\1166.wav,2
1166,train\1167.wav,2
1167,train\1168.wav,2
1168,train\1169.wav,2
1169,train\1170.wav,2
1170,train\1171.wav,2
1171,train\1172.wav,2
1172,train\1173.wav,9
1173,train\1174.wav,9
1174,train\1175.wav,9
1175,train\1176.wav,9
1176,train\1177.wav,9
1177,train\1178.wav,9
1178,train\1179.wav,5
1179,train\1180.wav,5
1180,train\1181.wav,5
1181,train\1182.wav,5
1182,train\1183.wav,5
1183,train\1184.wav,5
1184,train\1185.wav,5
1185,train\1186.wav,5
1186,train\1187.wav,5
1187,train\1188.wav,5
1188,train\1189.wav,5
1189,train\1190.wav,5
1190,train\1191.wav,5
1191,train\1192.wav,5
1192,train\1193.wav,5
1193,train\1194.wav,5
1194,train\1195.wav,5
1195,train\1196.wav,5
1196,train\1197.wav,5
1197,train\1198.wav,5
1198,train\1199.wav,5
1199,train\1200.wav,5
1200,train\1201.wav,5
1201,train\1202.wav,5
1202,train\1203.wav,5
1203,train\1204.wav,5
1204,train\1205.wav,5
1205,train\1206.wav,5
1206,train\1207.wav,5
1207,train\1208.wav,5
1208,train\1209.wav,5
1209,train\1210.wav,5
1210,train\1211.wav,5
1211,train\1212.wav,5
1212,train\1213.wav,5
1213,train\1214.wav,5
1214,train\1215.wav,5
1215,train\1216.wav,5
1216,train\1217.wav,5
1217,train\1218.wav,5
1218,train\1219.wav,5
1219,train\1220.wav,5
1220,train\1221.wav,5
1221,train\1222.wav,5
1222,train\1223.wav,5
1223,train\1224.wav,5
1224,train\1225.wav,5
1225,train\1226.wav,5
1226,train\1227.wav,5
1227,train\1228.wav,5
